Name,Identity,Form,Alt,Alignment,Type,Size,armour_name,stated_ac,armor_bonus,ac,stated_hp,hp,expected_hp,hp_fudge,level,hd,F,A,S,E,R,I,P,H,K,Res,Pop,Powers,Powers_Rank,Powers_Adj,Powers_Adj_Rank,Equipment,Vehicle,Talents,Talents_Adj,Contacts,Contacts_Adj,Weaknesses,Weaknesses_Adj,Powers_Form,Spd,Att,Dam,Climbing,Escaping,martial_arts,mook,attack_parameters,CR,xp,regen,healing_spells,healing_dice,healing_bonus,sc_ability,log,proficiency,initiative_bonus,AB_F,AB_A,AB_S,AB_E,AB_R,AB_I,AB_P
Angel,Warren Worthington III,,,,,,,,,,,,,,,,Ty,Rm,Gd,In,Ty,Ty,Ex,86,32,Gd,,"{'Flight': 'Rm airspeed, when in flight he counts as having Am Agility, including for Gliding FEATs. He also can accomplish the following', 'Sprint': 'Warren can ""sprint"" to Un airspeeds, however must make a successful End. FEAT each round', 'Gliding': 'By spreading his wings and riding thermals Angel can travel at Gd airspeed and is considered ""resting"" enabling him to recover as if he were motionless', 'Aerial Adaption': 'Mn eyesight and Rm Body Armor to falling', 'Healing Blood': ""Angel's blood now contains a transferable healing factor that allows him to heal others with Am effect. He can heal up to 50 points of damage per person per day. To use this power, he must bring his freshly-shed blood into contact with the target’s injuries. This costs him 1 point of Health for every 10 points he heals."", 'Revival': ""Gd, The potency of Angel's blood is such that he can raise the newly dead. Will only work on subjects that have been dead less than an hour."", 'Regeneration': 'Rm', 'Essence Reading': 'Am ability to see the true essence of whomever he looks upon.', 'Energy Blasts': 'Am Energy or Force, 10 area'}","{'Flight': 'Rm;Am;', 'Sprint': 'Un;', 'Gliding': 'Gd;', 'Aerial Adaption': 'Rm;Mn;', 'Healing Blood': 'Am;', 'Revival': 'Gd;', 'Regeneration': 'Rm;', 'Essence Reading': 'Am;', 'Energy Blasts': 'Am;'}","{'Flight': 'Testing One Only', 'Hyper-Flight': 'Testing Multi', 'Enhanced Senses': 'Testing Multi', 'Body Armour': 'Testing Multi', 'Healing Blood': ""Angel's blood now contains a transferable healing factor that allows him to heal others with Am effect. He can heal up to 50 points of damage per person per day. To use this power, he must bring his freshly-shed blood into contact with the target’s injuries. This costs him 1 point of Health for every 10 points he heals."", 'Reincarnation': 'Testing One Only', 'Regeneration': 'Rm', 'Telepathy': 'Testing One Only', 'Energy Blasts': 'Am Energy or Force, 10 area'}",{},"{'X-Men Uniform': 'Rm material, the Uniforms are constructed out of unstable molecule fabric. It provides him with the following:', 'Body Armor': 'Ex protection vs. Physical and Energy', 'Insulated': 'Gd protection vs. Heat and Cold', 'Comlink': '250 mile range and a GPS tracking device built into it', 'Detection Scrambler': 'Am protection vs. Electronic Mutant Detection'}",{},{'None': 1},{'None': 1},{'X-Men': 1},{},[''],{},{},0,0,0,0,0,,0,,,,,,,,,,,,,,,,,,
Animus,,,,,,,,,,,,,,,,,Ty,Ty,Ty,Gd,Gd,Gd,Mn,18,95,N/A,,"{'Empathy/Emotion Detection': ""Animus is an empath who can read or register the surface emotions of others. Contact with willing targets, or those targets whose Intuition is lower than Animus' is considered automatically successful. Targets of equal Intuition require a Yellow FEAT and those with Emotion Detection powers a Red FEAT. Individuals of higher Intuition, those unwilling to be read, other empaths, or those with Emotion Control powers are Impossible FEATs. A successful FEAT not only reveals the target's emotional state, but also its cause. In this sense, Animus could be considered a telepath who can gain access to the surface thoughts of an individual through the emotions rather than the mind."", 'Emotion Control': 'Ex, acts upon the subconscious fears and attractions of an individual. Though this power can be used to modify any emotion, Animus is only interested in producing intense hatred. Targets must be in the same area as Animus and may make an Intuition FEAT to avoid the e&#64256;ects. Those who fail this FEAT are a&#64256;ected for 10-100 rounds (1 to 10 minutes). The e&#64256;ects of this dose must wear o&#64256; before another can be administered. Robots and non-living beings are immune to the e&#64256;ect of Emotion Control.', 'Absorption Power': 'Am ability to absorb hatred and seems to be nourished by energy generated by the emotion of hatred. The amount of hatred any person is capable of generating is dictated by their emotions which are tied to their Intuition (Strength of Will tied to Psyche could also be used). If Animus were in the presence of &#64257;ve individuals, all of whom had an Intuition of Gd and all of whom either through Emotion Control or their own emotions were experiencing hatred, he would be in the presence of 50 points, or Am rank, hatred per round. Animus can use this hatred to heal any existing damage or to temporarily raise his Health by the power rank involved to a maximum of 400. Using the above example, and assuming Animus had su&#64256;ered no previous damage, his Health would be raised to 68 after the &#64257;rst round of exposure. After eight rounds of exposure, Animus would be at his maximum Health of 400. Absorbing hatred this fast would be the equivalent of bolting his food and Animus would much more prefer consuming hatred at a slower rate of, say, ten points per round for thirty-eight rounds. No known amount of hatred can damage Animus, but if in the presence of more than &#64257;fty points of hatred, he can redirect the excess toward opponents in the next round. Simi larly, he can release hatred which he has already ingested at an Am rate per round. Such released energy must be deducted from his Health score.', 'Levitation': 'Pr, can move up to four areas vertically in a single round.', 'Shape-Change': 'Mn ability to change form and duplicate the appearance of any human being.', 'Disappearing': 'Through an unknown means, Animus can disappear. This is not thought to be Invisibility, but rather some sort of Movement power such as Teleportation. His corporal form seems to fade away when he uses this ability.'}","{'Empathy/Emotion Detection': 'In;', 'Emotion Control': 'Ex;In;', 'Absorption Power': 'Gd;In;Am;', 'Levitation': 'Pr;', 'Shape-Change': 'Mn;', 'Disappearing': 'In;'}","{'Emotion Detection': 'Testing One Only', 'Emotion Control': 'Testing One Only', 'Absorption Power': 'Am ability to absorb hatred and seems to be nourished by energy generated by the emotion of hatred. The amount of hatred any person is capable of generating is dictated by their emotions which are tied to their Intuition (Strength of Will tied to Psyche could also be used). If Animus were in the presence of &#64257;ve individuals, all of whom had an Intuition of Gd and all of whom either through Emotion Control or their own emotions were experiencing hatred, he would be in the presence of 50 points, or Am rank, hatred per round. Animus can use this hatred to heal any existing damage or to temporarily raise his Health by the power rank involved to a maximum of 400. Using the above example, and assuming Animus had su&#64256;ered no previous damage, his Health would be raised to 68 after the &#64257;rst round of exposure. After eight rounds of exposure, Animus would be at his maximum Health of 400. Absorbing hatred this fast would be the equivalent of bolting his food and Animus would much more prefer consuming hatred at a slower rate of, say, ten points per round for thirty-eight rounds. No known amount of hatred can damage Animus, but if in the presence of more than &#64257;fty points of hatred, he can redirect the excess toward opponents in the next round. Simi larly, he can release hatred which he has already ingested at an Am rate per round. Such released energy must be deducted from his Health score.', 'Levitation': 'Pr, can move up to four areas vertically in a single round.', 'Shape-Change': 'Mn ability to change form and duplicate the appearance of any human being.', 'Teleportation': 'Testing One Only'}",{},{},{},{'Public speaking': 1},{'Skilled Orator': 1},"{'Sons of the Serpent': 1, 'HYDRA': 1}",{},[''],{},{},0,0,0,0,0,,0,,,,,,,,,,,,,,,,,,
Anitun,,,,,,,,,,,,,,,,,Rm,Gd,In,Am,Gd,Gd,Rm,130,50,Gd/Am,Kaluwalhatian,"{'Diwata Physiology': 'As a goddess, Anitun possesses the abilities inherent to her magical race:', 'Body Resistance': 'Ex', 'Resistance to Disease': 'Un', 'Longevity': 'The Diwatas cease aging at adulthood. They may still be killed normally.', 'Regeneration': 'Ex', 'Spirit Bonding': 'Diwatas can merge with a host to act as their avatar in the earthly realm. The merged host will gain all of the Diwata’s powers and primary abilities, but will retain the memories and personality of the host. It is necessary for the Diwatas to have an earthly host in order to appear in our dimension for any extended amount', 'Resurrection': 'Anitun can pool her energy with other Philippine gods to raise the dead.', 'Weather Control': 'Anitun is able to call upon rain, lightning and wind at Am rank. Her control can be used in numerous ways:', 'Wind': 'As an Am Force attack, also capable of moving and manipulating objects with the equivalent of Am Strength.', 'Lightning': 'Am', 'Rain': 'Am ability to create a deluge of rain, as per Elemental Creation'}","{'Diwata Physiology': '', 'Body Resistance': 'Ex;', 'Resistance to Disease': 'Un;', 'Longevity': '', 'Regeneration': 'Ex;', 'Spirit Bonding': '', 'Resurrection': '', 'Weather Control': 'Am;', 'Wind': 'Am;', 'Lightning': 'Am;', 'Rain': 'Am;'}","{'Deity': 'Testing One Only', 'Body Resistance': 'Ex', 'Resist:Disease': 'Testing One Only', 'Immortality': 'Testing One Only', 'Regeneration': 'Ex', 'Spirit Bonding': 'Diwatas can merge with a host to act as their avatar in the earthly realm. The merged host will gain all of the Diwata’s powers and primary abilities, but will retain the memories and personality of the host. It is necessary for the Diwatas to have an earthly host in order to appear in our dimension for any extended amount', 'Reincarnation': 'Testing One Only', 'Weather Control': 'Testing One Only', 'Force Area': 'Testing Multi', 'Telekinesis': 'Testing Multi', 'Energy Blast:Lightning': 'Testing One Only', 'Water Creation': 'Testing One Only'}",{},{},{},"{'Martial Arts A ': 1, 'Martial Arts B': 1}","{'Martial Arts A': 1, 'B': 1}","{'Triumph Division': 1, 'Iron Man': 1}",{},[''],{},{},0,0,0,0,0,,0,,,,,,,,,,,,,,,,,,
Dr. Annabelle Riggs,,,,,,,,,,,,,,,,,Ty,Ty,Ty,Ty,Ex,Gd,Gd,24,40,Ty,,{},{},{},{},{},{},{'Archaeology': 1},{'Archeology': 1},"{'Ren Kimura': 1, 'Misty Knight': 1}",{},[''],{},{},0,0,0,0,0,,0,,,,,,,,,,,,,,,,,,
Annalee,,,,,,,,,,,,,,,,,Gd,Ty,Pr,Gd,Pr,Gd,Pr,30,18,Fe,,{},{},{},{},{},{},{'None': 1},{'None': 1},{'Morlocks': 1},{},[''],{},{},0,0,0,0,0,,0,,,,,,,,,,,,,,,,,,
Anna Maria Marconi,,,,,,,,,,,,,,,,,Pr,Ty,Pr,Ty,Gd,Ex,Rm,20,60,Ty,,{},{},{},{},{},{},{},{},{},{},[''],{},{},0,0,0,0,0,,0,,,,,,,,,,,,,,,,,,
Anne-Marie Cortez,,,,,,,,,,,,,,,,,Gd,Rm,Ty,Gd,Gd,Gd,Rm,46,50,Gd,,"{'Empathetic Awareness and Link': 'In', 'Mind Control': 'Rm, Anne-Marie needs to touch her victim to gain control of them, but once linked had shown that could control them many miles away.'}","{'Empathetic Awareness and Link': 'In;', 'Mind Control': 'Rm;'}","{'Emotion Detection': 'Testing One Only', 'Mind Control': 'Rm, Anne-Marie needs to touch her victim to gain control of them, but once linked had shown that could control them many miles away.'}",{},"{'Body Armor': 'Gd protection vs. Physical, Ex protection vs. Fire', 'Communicator': 'The headset allows communication with the Acolytes up to 20 miles range or to connect through a satellite up-link (such as Asteroid M) in which case the range would be near worldwide. The gear, while con&#64257;gured to communication among Acolytes, can be used to monitor local frequencies', 'Energy Assault Rifle': 'Ex Energy, 7 areas'}",{},"{'Marksman': 1, 'Resist Domination': 1, 'Bilingual': 1, 'Spanish': 1}","{'Marksmanship': 1, 'Resist Domination': 1, 'Bi-Lingual: (English': 1, 'Spanish)': 1}",{'Acolytes': 1},{},[''],{},{},0,0,0,0,0,,0,,,,,,,,,,,,,,,,,,
Anne,,,,,,,,,,,,,,,,,Ty,Gd,Ty,Ex,Ty,Ty,Ty,42,18,Gd,,{},{},{},{},{},{},"{'Charisma': 1, 'Computer': 1}","{'Charisma': 1, 'Computers': 1}",{'Damage Control': 1},{},[''],{},{},0,0,0,0,0,,0,,,,,,,,,,,,,,,,,,
Anne Marie Hoag,,,,,,,,,,,,,,,,,Fe,Ty,Pr,Ty,Gd,Ex,Ex,18,50,Rm,,{},{},{},{},{},{},"{'Persuasion': 1, 'Business/Finance': 1}","{'Persuasion': 1, 'Business/Finance': 1}",{'Damage Control': 1},{},[''],{},{},0,0,0,0,0,,0,,,,,,,,,,,,,,,,,,
Annex,Alex Ellis,,,,,,,,,,,,,,,,Ex,Rm,In,In,Gd,Gd,Gd,130,30,Ty,,{},{},{},{},"{'Annexing Unit Armor': 'The Annex armor accesses a substance called the BREW, Bio-Regenerative Energy Well, that allows the user to perform the following abilities:', 'Body Armor': 'Rm protection vs. Physical and Energy', 'Schema Mode': 'Am ability to access multiple weapon files and upgrade and downgrade his armor with features such as a jet pack, laser gun, enhanced strength, extra bulk, rubber bullets, laser-guided bazooka, plasma blaster and a titanium shield', 'Data Mode': 'Absorb high amounts of information at In speed'}",{},{'Guns': 1},{'Guns': 1},{},{},[''],{},{},0,0,0,0,0,,0,,,,,,,,,,,,,,,,,,
Annie Ghazikhanian,,,,,,,,,,,,,,,,,Ty,Ty,Ty,Gd,Gd,Gd,Gd,28,30,Gd,,{},{},{},{},{},{},"{'First Aid': 1, 'Bilingual': 1, 'Armenian': 1}","{'First Aid': 1, 'Bi-Lingual: (English': 1, 'Armenian)': 1}","{'Carter Ghazikhanian': 1, 'Havok/Alex Summers': 1, 'X-Men': 1}",{},[''],{},{},0,0,0,0,0,,0,,,,,,,,,,,,,,,,,,
Annihilus,,,,,,,,,,,,,,,,,In,In,Am,Mn,Rm,Gd,Rm,205,70,Mn,,"{'Body Armor': 'In protection vs. Physical or Energy attack.', 'Flight': 'Rm airspeed (15 areas/round); up to CL1000 in space using the Cosmic Control Rod.'}","{'Body Armor': 'In;', 'Flight': 'Rm;CL1000;'}","{'Body Armor': 'In protection vs. Physical or Energy attack.', 'Flight': 'Rm airspeed (15 areas/round); up to CL1000 in space using the Cosmic Control Rod.'}",{},"{'Cosmic Control Rod': ""As Annihilus' chief weapon and source of power, the Cosmic Control Rod allows the wielder to manipulate vast amounts of cosmic energy. With this energy, the wielder may perform various functions"", 'Invulnerability': 'The wielder does not age, and is invulnerable to Disease, Radiation, Heat and Cold.', 'Cosmic Energy Blasts': 'Un, either Force or Energy', 'Non-Organic Manipulation': 'Un, the wielder may manipulate non-organic matter, but cannot transmute elements.'}",{},"{'Engineering': 1, 'Astronomy': 1, 'Mechanics': 1, 'Weapons Systems': 1}","{'Engineering': 1, 'Astronomy (Negative Zone)': 1, 'Mechanics and Weapons Systems.': 1}",{'Blastaar': 1},{},[''],{},{},0,0,0,0,0,,0,,,,,,,,,,,,,,,,,,
Typical Drone,,,,,,,,,,,,,,,,,Rm,Ty,Gd,Pr,Pr,Pr,Pr,50,12,N/A,,"{'Claws': 'Rm Edge', 'Wings': 'Rm airspeed'}","{'Claws': 'Rm;', 'Wings': 'Rm;'}","{'Claws': 'Rm Edge', 'Wings': 'Rm airspeed'}",{},{},{},{'None': 1},{'None': 1},{},{},[''],{},{},0,0,0,0,0,,0,,,,,,,,,,,,,,,,,,
Anole,Victor Borkowski,,,,,,,,,,,,,,,,Ex,Rm,Rm,Rm,Ty,Gd,Ex,110,36,Ty,,"{'Chameleon Mutation': ""Anole's very body is much like a chameleon, giving him the following power stunts:"", 'Camoflage': 'Am, Victor is unable to maintain his camouflage if he is to emotionally unstable', 'Wall-Crawling': 'Am', 'Tongue': 'Am Entagglement or Rm Blunt Attack', 'Regeneration': 'Am, 50 points a round. Anole is able to regrow lost limbs', 'Claws': 'Rm Edge'}","{'Chameleon Mutation': '', 'Camoflage': 'Am;', 'Wall-Crawling': 'Am;', 'Tongue': 'Rm;Am;', 'Regeneration': 'Am;', 'Claws': 'Rm;'}","{'Blending': 'Testing One Only', 'Wall-Crawling': 'Testing One Only', 'Grappling': 'Testing Multi', 'Blunt': 'Testing Multi', 'Regeneration': 'Am, 50 points a round. Anole is able to regrow lost limbs', 'Claws': 'Rm Edge'}",{},{},{},"{'Leadership': 1, 'Performer': 1, 'Martial Arts A ': 1, 'Martial Arts B': 1}","{'Leadership': 1, 'Performer: (Actor)': 1, 'Martial Arts A': 1, 'B': 1}",{'Xavier Institute for Higher Learning': 1},{},[''],{},{},0,0,0,0,0,,0,,,,,,,,,,,,,,,,,,
Anthem,Henry Hellrung,,,,,,,,,,,,,,,,Gd,Ex,Gd,Rm,Gd,Gd,Gd,70,30,Gd,,"{'Electrical Generation': 'Un', 'Flight': 'Rm airspeed'}","{'Electrical Generation': 'Un;', 'Flight': 'Rm;'}","{'Electrical Generation': 'Un', 'Flight': 'Testing One Only'}",{},{},{},"{'Leadership': 1, 'Performer': 1}","{'Leadership': 1, 'Performer: (Actor)': 1}","{'The Order': 1, 'Iron Man/Tony Stark': 1, 'Virginia “Pepper” Potts': 1}",{},[''],{},{},0,0,0,0,0,,0,,,,,,,,,,,,,,,,,,
Anti-Cap,,,,,,,,,,,,,,,,,In,In,In,In,Ty,Ty,Rm,160,42,Rm,,{},{},{},{},"{'Shield': 'Am material, he can use it to block up to 50 damage from an attack, but he is still subject to stuns and slams. He can also throw it up to 3 areas for Rm damage and he can attack up to 3 people with a successfull Agility FEAT (Mn) or 5 with a yellow FEAT. By bouncing it of a number of hard surfaces he can make the shield return to him the next round.', 'Body Armor': 'Gd prtection vs. Physical', 'Assault Rifle': 'Gd Shooting, 7 areas', 'Sub-Machine Gun': 'Am Shooting, 5 areas', 'Pistol (x2)': 'Gd Shooting, 3 areas', 'Combat Knife': 'Rm material, Ex Edge'}",{},"{'All Martial Arts': 1, 'Military': 1}","{'All Martial Arts': 1, 'Military': 1}",{'O.N.I.': 1},{},[''],{},{},0,0,0,0,0,,0,,,,,,,,,,,,,,,,,,
Anti-Venom,Eddie Brock,,,,,,,,,,,,,,,,In,In,Am,In,Gd,Rm,Ty,170/60,46,Ty,,{},{},{},{},"{'Symbiote': ""After divesting himself of the symbiote, Eddie Brock's lingering symbiote cells are charged with the mystical energies of Mr. Negative. The cells bond with Eddie's leukocytes, forming a new symbiote, the Anti-Venom. Eddie and the symbiote must be attacked separtally. When you try to attack them, your -6cs to attack. It has Rm resistance against attacks & has 30 health. The Symbiote can regenerate 6 points of health a round. When the symbiote fall to 0 health it is knocked unconscious for 1-10 rounds."", 'Webbing': 'Am, it can stick to In strength material. When it is disconnected for the symbiote, it disolves in 5-50 minutes. It can be used to entangle or transportation(3 areas/round)', 'Wall-Crawling': 'Am', 'Teeth': 'Ex Edge', 'Spider-Sense Immunity': 'Spider-Man is -2cs for dodging and evading against Venom', 'Skin Armor': 'Ty protection vs. Blunt', 'Camoflage': '+2cs for Blindsiding', 'Constituent-Matter Manipulation': 'Rm ability to manipulate his matter to enlarge or stretch his body in order to augment his attacks. For example, he enlarged his fist to creating more of an impact. He can morph sections of his body, such as his hands or feet, into spikes, blades, axes or a shield.', 'External Symbiote Rejection': 'Mn ability to break the bonds between other symbiotes and their host', 'Cleansing': 'Am ability to ""cleanse"" human bodies from foreign influences and mutations, like Mac Gargan\'s symbiote cells and Spider-Man\'s irradiated blood.', 'Depowerment': 'When Spider-Man gets within 5 areas of Anti-Venom, his powers are halved (example', 'Impurity Detection': ""Mn ability to sense foreign substances within a person's body which includes symbiotes, radiation, narcotics, viruses and diseases.""}",{},{'Jornalism': 1},{'Jornalism': 1},{'None': 1},{},[''],{},{},0,0,0,0,0,,0,,,,,,,,,,,,,,,,,,
Ant-Man,Scott Lang,,,,,,,,,,,,,,,,Ex,Gd,Ty,Ex,Rm,Gd,Ty,56,46,Rm,,{},{},{},{},"{'Shrinking Gas': 'Gives Ant-Man In ability to shrink(-2cs to be hit, he has +2cs) minimum size 1/2 inch', 'Bio-Electric Stingers': 'Am Energy, 1 area', 'Cybernetic Helmet': ""Ant-Man's Cybernetic Helmet gives him the following power stunts"", 'Insect Communication and Control': 'Rm ability to command ants and other insects. He often rode a flying ant (Fe Flying speed) and could command swarms of insects to attack foes (causing only Pr damage but forcing the opponent to make a Green Psyche FEAT. to ignore the pesky bugs). As a power stunt, he could also instruct his entomical friends to arrange in patterns which could spell out messages.', 'Loudspeaker': 'This item is built into Ant-Man’s helmet and allows him to talk at normal volume when reduced in size.', 'Resistance to Toxins': 'Lang’s helmet has a retractable plexiglass facemask which, when sealed, provides Ex protection vs. Gases.', 'Electrical Blasts': 'Ex Shock, 1 area', 'Jet Pack': 'Ex Flight'}",{},"{'Engineering': 1, 'Computer': 1, 'Martial Arts E': 1}","{'Engineer': 1, 'Computers': 1, 'Martial Arts E': 1}","{'Avengers': 1, 'Cassie Lang': 1, 'Fantastic Four': 1}",{},[''],{},{},0,0,0,0,0,,0,,,,,,,,,,,,,,,,,,
